Year,Season,Data Type,Value
1850,DJF,"Rain (R10mm, Australia)",1.0
1850,DJF,"Rain (R10mm, Ravenswood)",3.0
1850,DJF,"Rain (R20mm, Australia)",0.0
1850,DJF,"Rain (R20mm, Ravenswood)",2.0
1850,DJF,"Rain (Total, Australia)",199.23458333544036
1850,DJF,"Rain (Total, Ravenswood)",143.21311337756924
1850,DJF,"Temp (5-Day Avg Max, Australia)",37.30027770677419
1850,DJF,"Temp (5-Day Avg Max, Ravenswood)",37.46968383789063
1850,DJF,"Temp (Average, Australia)",28.67460129063671
1850,DJF,"Temp (Average, Ravenswood)",27.279027389267743
1850,DJF,"Temp (Avg Max, Australia)",33.822515816075445
1850,DJF,"Temp (Avg Max, Ravenswood)",32.54671310166181
1850,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",2.0
1850,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",2.0
1850,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1850,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1850,DJF,"Temp (Max Day, Australia)",38.178031178006876
1850,DJF,"Temp (Max Day, Ravenswood)",39.483795166015625
1850,DJF,"Wind (95th Percentile, Australia)",6.211340552199957
1850,DJF,"Wind (95th Percentile, Ravenswood)",5.674588775634764
1850,DJF,"Wind (Average, Australia)",4.744754254234143
1850,DJF,"Wind (Average, Ravenswood)",4.233247530662407
1850,DJF,"Wind (Max Day, Australia)",6.869788355184566
1850,DJF,"Wind (Max Day, Ravenswood)",6.417991638183594
1850,JJA,"Humidity (Average, Ravenswood)",98.45092789761839
1850,JJA,"Humidity (Average, Ravenswood)",0.038442202415750255
1850,JJA,"Rain (CDD, Australia)",16.0
1850,JJA,"Rain (CDD, Ravenswood)",18.0
1850,JJA,"Rain (Max 5-Day, Australia)",11.977332411966064
1850,JJA,"Rain (Max 5-Day, Ravenswood)",42.7814838886261
1850,JJA,"Rain (Max Day, Australia)",4.122770785075623
1850,JJA,"Rain (Max Day, Ravenswood)",15.297248840332031
1850,JJA,"Rain (Min 5-Day, Australia)",0.5634271702909818
1850,JJA,"Rain (Min 5-Day, Ravenswood)",0.02374640229390934
1850,JJA,"Rain (Min Day, Australia)",0.046951289682876506
1850,JJA,"Rain (Min Day, Ravenswood)",0.0
1850,JJA,"Rain (R10mm, Australia)",0.0
1850,JJA,"Rain (R10mm, Ravenswood)",2.0
1850,JJA,"Rain (R20mm, Australia)",0.0
1850,JJA,"Rain (R20mm, Ravenswood)",0.0
1850,JJA,"Rain (Total, Australia)",69.78654169344753
1850,JJA,"Rain (Total, Ravenswood)",106.21371870972905
1850,JJA,"Temp (5-Day Avg Max, Australia)",23.515918730769606
1850,JJA,"Temp (5-Day Avg Max, Ravenswood)",28.469537353515626
1850,JJA,"Temp (Average, Australia)",14.989259341801006
1850,JJA,"Temp (Average, Ravenswood)",17.249444049337637
1850,JJA,"Temp (Avg Max, Australia)",20.095285100945024
1850,JJA,"Temp (Avg Max, Ravenswood)",22.535491943359375
1850,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1850,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
1850,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1850,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1850,JJA,"Temp (Max Day, Australia)",25.042611679170776
1850,JJA,"Temp (Max Day, Ravenswood)",29.646392822265625
1850,JJA,"Wind (95th Percentile, Australia)",5.228820304924789
1850,JJA,"Wind (95th Percentile, Ravenswood)",5.353332519531251
1850,JJA,"Wind (Average, Australia)",3.9027154821473413
1850,JJA,"Wind (Average, Ravenswood)",2.963309080704399
1850,JJA,"Wind (Max Day, Australia)",5.688223333314554
1850,JJA,"Wind (Max Day, Ravenswood)",5.892486572265625
1850,MAM,"Humidity (Average, Ravenswood)",79.22219275231028
1850,MAM,"Humidity (Average, Ravenswood)",0.6399138904030779
1850,MAM,"Rain (CDD, Australia)",39.0
1850,MAM,"Rain (CDD, Ravenswood)",15.0
1850,MAM,"Rain (Max 5-Day, Australia)",28.37934839983761
1850,MAM,"Rain (Max 5-Day, Ravenswood)",37.14819550514221
1850,MAM,"Rain (Max Day, Australia)",4.2640082345377435
1850,MAM,"Rain (Max Day, Ravenswood)",24.020954132080078
1850,MAM,"Rain (Min 5-Day, Australia)",0.35457488792430686
1850,MAM,"Rain (Min 5-Day, Ravenswood)",0.0355891285908001
1850,MAM,"Rain (Min Day, Australia)",0.05105882552621504
1850,MAM,"Rain (Min Day, Ravenswood)",0.0
1850,MAM,"Rain (R10mm, Australia)",0.0
1850,MAM,"Rain (R10mm, Ravenswood)",2.0
1850,MAM,"Rain (R20mm, Australia)",0.0
1850,MAM,"Rain (R20mm, Ravenswood)",1.0
1850,MAM,"Rain (Total, Australia)",75.41268792049515
1850,MAM,"Rain (Total, Ravenswood)",112.6370944870614
1850,MAM,"Temp (5-Day Avg Max, Australia)",31.923017186529194
1850,MAM,"Temp (5-Day Avg Max, Ravenswood)",33.748052978515624
1850,MAM,"Temp (Average, Australia)",23.045025223532008
1850,MAM,"Temp (Average, Ravenswood)",23.299092168393344
1850,MAM,"Temp (Avg Max, Australia)",28.23417171237092
1850,MAM,"Temp (Avg Max, Ravenswood)",28.358296269955844
1850,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1850,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
1850,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1850,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1850,MAM,"Temp (Max Day, Australia)",32.42450789915793
1850,MAM,"Temp (Max Day, Ravenswood)",34.806793212890625
1850,MAM,"Wind (95th Percentile, Australia)",5.423591980811515
1850,MAM,"Wind (95th Percentile, Ravenswood)",6.397998428344727
1850,MAM,"Wind (Average, Australia)",4.2138836219928795
1850,MAM,"Wind (Average, Ravenswood)",3.9712146261463994
1850,MAM,"Wind (Max Day, Australia)",5.8710977096668975
1850,MAM,"Wind (Max Day, Ravenswood)",6.75360107421875
1850,SON,"Humidity (Average, Ravenswood)",73.96236624751539
1850,SON,"Humidity (Average, Ravenswood)",0.8338381658891577
1850,SON,"Rain (CDD, Australia)",47.0
1850,SON,"Rain (CDD, Ravenswood)",58.0
1850,SON,"Rain (Max 5-Day, Australia)",6.503735886365206
1850,SON,"Rain (Max 5-Day, Ravenswood)",14.562961399555206
1850,SON,"Rain (Max Day, Australia)",1.6859441587134638
1850,SON,"Rain (Max Day, Ravenswood)",10.288209915161133
1850,SON,"Rain (Min 5-Day, Australia)",0.36561235999446945
1850,SON,"Rain (Min 5-Day, Ravenswood)",0.025023766967933625
1850,SON,"Rain (Min Day, Australia)",0.03387503456582383
1850,SON,"Rain (Min Day, Ravenswood)",0.0
1850,SON,"Rain (R10mm, Australia)",0.0
1850,SON,"Rain (R10mm, Ravenswood)",1.0
1850,SON,"Rain (R20mm, Australia)",0.0
1850,SON,"Rain (R20mm, Ravenswood)",0.0
1850,SON,"Rain (Total, Australia)",39.48231528534121
1850,SON,"Rain (Total, Ravenswood)",23.763948902051645
1850,SON,"Temp (5-Day Avg Max, Australia)",35.04679402227514
1850,SON,"Temp (5-Day Avg Max, Ravenswood)",35.125640869140625
1850,SON,"Temp (Average, Australia)",23.110464351525998
1850,SON,"Temp (Average, Ravenswood)",24.023641062306833
1850,SON,"Temp (Avg Max, Australia)",29.07787971145857
1850,SON,"Temp (Avg Max, Ravenswood)",30.581362881503264
1850,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1850,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
1850,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1850,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1850,SON,"Temp (Max Day, Australia)",35.73871318557056
1850,SON,"Temp (Max Day, Ravenswood)",36.360504150390625
1850,SON,"Wind (95th Percentile, Australia)",6.177908809563009
1850,SON,"Wind (95th Percentile, Ravenswood)",4.94732666015625
1850,SON,"Wind (Average, Australia)",4.737875282598101
1850,SON,"Wind (Average, Ravenswood)",3.6038819197770002
1850,SON,"Wind (Max Day, Australia)",6.711762813711263
1850,SON,"Wind (Max Day, Ravenswood)",5.674110412597656
1851,Annual,"Humidity (Average, Ravenswood)",81.75304792650387
1851,Annual,"Humidity (Average, Ravenswood)",0.6190008884791044
1851,Annual,"Rain (CDD, Australia)",35.0
1851,Annual,"Rain (CDD, Ravenswood)",47.0
1851,Annual,"Rain (Max 5-Day, Australia)",39.08756171751598
1851,Annual,"Rain (Max 5-Day, Ravenswood)",172.71275234222412
1851,Annual,"Rain (Max Day, Australia)",8.740857787586187
1851,Annual,"Rain (Max Day, Ravenswood)",120.42060089111328
1851,Annual,"Rain (Min 5-Day, Australia)",0.28118164659868217
1851,Annual,"Rain (Min 5-Day, Ravenswood)",3.6903453138892317e-06
1851,Annual,"Rain (Min Day, Australia)",0.027877626273070152
1851,Annual,"Rain (Min Day, Ravenswood)",0.0
1851,Annual,"Rain (R10mm, Australia)",0.0
1851,Annual,"Rain (R10mm, Ravenswood)",24.0
1851,Annual,"Rain (R20mm, Australia)",0.0
1851,Annual,"Rain (R20mm, Ravenswood)",7.0
1851,Annual,"Rain (Total, Australia)",528.0783535384497
1851,Annual,"Rain (Total, Ravenswood)",906.0819270857392
1851,Annual,"Temp (5-Day Avg Max, Australia)",36.542385964521785
1851,Annual,"Temp (5-Day Avg Max, Ravenswood)",38.423638916015626
1851,Annual,"Temp (Average, Australia)",21.806413142001425
1851,Annual,"Temp (Average, Ravenswood)",22.216656494140626
1851,Annual,"Temp (Avg Max, Australia)",26.99063317821509
1851,Annual,"Temp (Avg Max, Ravenswood)",27.19036355214576
1851,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",1.0
1851,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",4.0
1851,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1851,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1851,Annual,"Temp (Max Day, Australia)",37.60833419898615
1851,Annual,"Temp (Max Day, Ravenswood)",39.979644775390625
1851,Annual,"Wind (95th Percentile, Australia)",5.974822458485735
1851,Annual,"Wind (95th Percentile, Ravenswood)",5.772520446777344
1851,Annual,"Wind (Average, Australia)",4.4393809579309815
1851,Annual,"Wind (Average, Ravenswood)",3.443493756856004
1851,Annual,"Wind (Max Day, Australia)",7.325222096289307
1851,Annual,"Wind (Max Day, Ravenswood)",7.143119812011719
1851,DJF,"Humidity (Average, Ravenswood)",66.52123890645896
1851,DJF,"Humidity (Average, Ravenswood)",1.2328480609890067
1851,DJF,"Rain (CDD, Australia)",10.0
1851,DJF,"Rain (CDD, Ravenswood)",11.0
1851,DJF,"Rain (Max 5-Day, Australia)",39.08756171751598
1851,DJF,"Rain (Max 5-Day, Ravenswood)",172.71275234222412
1851,DJF,"Rain (Max Day, Australia)",8.740857787586187
1851,DJF,"Rain (Max Day, Ravenswood)",120.42060089111328
1851,DJF,"Rain (Min 5-Day, Australia)",1.9335020005896706
1851,DJF,"Rain (Min 5-Day, Ravenswood)",0.3574391882866621
1851,DJF,"Rain (Min Day, Australia)",0.16099929301386634
1851,DJF,"Rain (Min Day, Ravenswood)",2.197173671447672e-06
1851,DJF,"Rain (R10mm, Australia)",0.0
1851,DJF,"Rain (R10mm, Ravenswood)",12.0
1851,DJF,"Rain (R20mm, Australia)",0.0
1851,DJF,"Rain (R20mm, Ravenswood)",3.0
1851,DJF,"Rain (Total, Australia)",244.70483011918375
1851,DJF,"Rain (Total, Ravenswood)",436.3469303890106
1851,DJF,"Temp (5-Day Avg Max, Australia)",36.542385964521785
1851,DJF,"Temp (5-Day Avg Max, Ravenswood)",39.96372680664062
1851,DJF,"Temp (Average, Australia)",28.081210684531307
1851,DJF,"Temp (Average, Ravenswood)",26.78145955403646
1851,DJF,"Temp (Avg Max, Australia)",33.574460171314456
1851,DJF,"Temp (Avg Max, Ravenswood)",31.98893025716146
1851,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",1.0
1851,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",6.0
1851,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1851,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",3.0
1851,DJF,"Temp (Max Day, Australia)",37.60833419898615
1851,DJF,"Temp (Max Day, Ravenswood)",41.933258056640625
1851,DJF,"Wind (95th Percentile, Australia)",6.440346045077239
1851,DJF,"Wind (95th Percentile, Ravenswood)",6.194642639160156
1851,DJF,"Wind (Average, Australia)",4.769205928117955
1851,DJF,"Wind (Average, Ravenswood)",3.806024678548177
1851,DJF,"Wind (Max Day, Australia)",6.966426623438398
1851,DJF,"Wind (Max Day, Ravenswood)",6.921150207519531
1851,JJA,"Humidity (Average, Ravenswood)",98.31632535420083
1851,JJA,"Humidity (Average, Ravenswood)",0.04254676568480232
1851,JJA,"Rain (CDD, Australia)",11.0
1851,JJA,"Rain (CDD, Ravenswood)",19.0
1851,JJA,"Rain (Max 5-Day, Australia)",27.553158214479005
1851,JJA,"Rain (Max 5-Day, Ravenswood)",128.08073329925537
1851,JJA,"Rain (Max Day, Australia)",8.668446284365212
1851,JJA,"Rain (Max Day, Ravenswood)",49.249210357666016
1851,JJA,"Rain (Min 5-Day, Australia)",0.6525817606642268
1851,JJA,"Rain (Min 5-Day, Ravenswood)",0.2425068086013198
1851,JJA,"Rain (Min Day, Australia)",0.069122546684846
1851,JJA,"Rain (Min Day, Ravenswood)",8.81616651895456e-05
1851,JJA,"Rain (R10mm, Australia)",0.0
1851,JJA,"Rain (R10mm, Ravenswood)",5.0
1851,JJA,"Rain (R20mm, Australia)",0.0
1851,JJA,"Rain (R20mm, Ravenswood)",2.0
1851,JJA,"Rain (Total, Australia)",94.19077253695943
1851,JJA,"Rain (Total, Ravenswood)",193.3845109077738
1851,JJA,"Temp (5-Day Avg Max, Australia)",23.16219001362366
1851,JJA,"Temp (5-Day Avg Max, Ravenswood)",26.592437744140625
1851,JJA,"Temp (Average, Australia)",14.74638736719508
1851,JJA,"Temp (Average, Ravenswood)",16.676331893257473
1851,JJA,"Temp (Avg Max, Australia)",19.48936783563602
1851,JJA,"Temp (Avg Max, Ravenswood)",20.932515019955844
1851,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1851,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
1851,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1851,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1851,JJA,"Temp (Max Day, Australia)",24.23370013847906
1851,JJA,"Temp (Max Day, Ravenswood)",28.307281494140625
1851,JJA,"Wind (95th Percentile, Australia)",5.293165703430716
1851,JJA,"Wind (95th Percentile, Ravenswood)",5.7024269104003915
1851,JJA,"Wind (Average, Australia)",3.939691117218967
1851,JJA,"Wind (Average, Ravenswood)",2.843170912369438
1851,JJA,"Wind (Max Day, Australia)",6.486631179920732
1851,JJA,"Wind (Max Day, Ravenswood)",7.143119812011719
1851,MAM,"Humidity (Average, Ravenswood)",88.42188829208146
1851,MAM,"Humidity (Average, Ravenswood)",0.34239244611010056
1851,MAM,"Rain (CDD, Australia)",11.0
1851,MAM,"Rain (CDD, Ravenswood)",15.0
1851,MAM,"Rain (Max 5-Day, Australia)",20.857768645882153
1851,MAM,"Rain (Max 5-Day, Ravenswood)",75.53149604797363
1851,MAM,"Rain (Max Day, Australia)",4.646753319443836
1851,MAM,"Rain (Max Day, Ravenswood)",32.561771392822266
1851,MAM,"Rain (Min 5-Day, Australia)",1.7333258770661535
1851,MAM,"Rain (Min 5-Day, Ravenswood)",0.26495838910341263
1851,MAM,"Rain (Min Day, Australia)",0.11944690531010031
1851,MAM,"Rain (Min Day, Ravenswood)",9.250625225831755e-06
1851,MAM,"Rain (R10mm, Australia)",0.0
1851,MAM,"Rain (R10mm, Ravenswood)",10.0
1851,MAM,"Rain (R20mm, Australia)",0.0
1851,MAM,"Rain (R20mm, Ravenswood)",3.0
1851,MAM,"Rain (Total, Australia)",138.80377666536126
1851,MAM,"Rain (Total, Ravenswood)",303.1948636584293
1851,MAM,"Temp (5-Day Avg Max, Australia)",31.711074236945223
1851,MAM,"Temp (5-Day Avg Max, Ravenswood)",31.069635009765626
1851,MAM,"Temp (Average, Australia)",22.26403514347687
1851,MAM,"Temp (Average, Ravenswood)",21.658154031504754
1851,MAM,"Temp (Avg Max, Australia)",26.950490851242737
1851,MAM,"Temp (Avg Max, Ravenswood)",25.390955385954484
1851,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1851,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
1851,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1851,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1851,MAM,"Temp (Max Day, Australia)",31.968095291929203
1851,MAM,"Temp (Max Day, Ravenswood)",31.720367431640625
1851,MAM,"Wind (95th Percentile, Australia)",5.817736955830518
1851,MAM,"Wind (95th Percentile, Ravenswood)",6.445468521118165
1851,MAM,"Wind (Average, Australia)",4.408709429117813
1851,MAM,"Wind (Average, Ravenswood)",3.8834493885869565
1851,MAM,"Wind (Max Day, Australia)",7.325222096289307
1851,MAM,"Wind (Max Day, Ravenswood)",6.702507019042969
1851,SON,"Humidity (Average, Ravenswood)",73.48876449353934
1851,SON,"Humidity (Average, Ravenswood)",0.8954549737189361
1851,SON,"Rain (CDD, Australia)",35.0
1851,SON,"Rain (CDD, Ravenswood)",47.0
1851,SON,"Rain (Max 5-Day, Australia)",13.528191900124012
1851,SON,"Rain (Max 5-Day, Ravenswood)",22.42984825372696
1851,SON,"Rain (Max Day, Australia)",4.114021309010837
1851,SON,"Rain (Max Day, Ravenswood)",9.873612403869629
1851,SON,"Rain (Min 5-Day, Australia)",0.28118164659868217
1851,SON,"Rain (Min 5-Day, Ravenswood)",3.6903453138892317e-06
1851,SON,"Rain (Min Day, Australia)",0.027877626273070152
1851,SON,"Rain (Min Day, Ravenswood)",0.0
1851,SON,"Rain (R10mm, Australia)",0.0
1851,SON,"Rain (R10mm, Ravenswood)",0.0
1851,SON,"Rain (R20mm, Australia)",0.0
1851,SON,"Rain (R20mm, Ravenswood)",0.0
1851,SON,"Rain (Total, Australia)",71.45732450734641
1851,SON,"Rain (Total, Ravenswood)",52.501317656349784
1851,SON,"Temp (5-Day Avg Max, Australia)",33.55013866614356
1851,SON,"Temp (5-Day Avg Max, Ravenswood)",38.423638916015626
1851,SON,"Temp (Average, Australia)",22.37544789826097
1851,SON,"Temp (Average, Ravenswood)",23.93885987669557
1851,SON,"Temp (Avg Max, Australia)",28.20100597565278
1851,SON,"Temp (Avg Max, Ravenswood)",30.599574162409855
1851,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
1851,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",3.0
1851,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1851,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1851,SON,"Temp (Max Day, Australia)",35.09690896460301
1851,SON,"Temp (Max Day, Ravenswood)",39.979644775390625
1851,SON,"Wind (95th Percentile, Australia)",6.0087186252177975
1851,SON,"Wind (95th Percentile, Ravenswood)",5.155323028564453
1851,SON,"Wind (Average, Australia)",4.685551603344396
1851,SON,"Wind (Average, Ravenswood)",3.133358378986736
1851,SON,"Wind (Max Day, Australia)",7.2133642815503585
1851,SON,"Wind (Max Day, Ravenswood)",5.6588134765625
1852,Annual,"Humidity (Average, Ravenswood)",77.2935859855096
1852,Annual,"Humidity (Average, Ravenswood)",0.7949024190427565
1852,Annual,"Rain (CDD, Australia)",92.0
1852,Annual,"Rain (CDD, Ravenswood)",60.0
1852,Annual,"Rain (Max 5-Day, Australia)",20.064588130266745
1852,Annual,"Rain (Max 5-Day, Ravenswood)",90.34601205587387
1852,Annual,"Rain (Max Day, Australia)",5.461751843852707
1852,Annual,"Rain (Max Day, Ravenswood)",56.0830078125
1852,Annual,"Rain (Min 5-Day, Australia)",0.3261186989407129
1852,Annual,"Rain (Min 5-Day, Ravenswood)",0.010634162378664203
1852,Annual,"Rain (Min Day, Australia)",0.022261940715788273
1852,Annual,"Rain (Min Day, Ravenswood)",0.0
1852,Annual,"Rain (R10mm, Australia)",0.0
1852,Annual,"Rain (R10mm, Ravenswood)",4.0
1852,Annual,"Rain (R20mm, Australia)",0.0
1852,Annual,"Rain (R20mm, Ravenswood)",2.0
1852,Annual,"Rain (Total, Australia)",331.65287475224864
1852,Annual,"Rain (Total, Ravenswood)",300.07917333564694
1852,Annual,"Temp (5-Day Avg Max, Australia)",38.17714366406898
1852,Annual,"Temp (5-Day Avg Max, Ravenswood)",38.50645141601562
1852,Annual,"Temp (Average, Australia)",22.34115629049805
1852,Annual,"Temp (Average, Ravenswood)",23.453565086823343
1852,Annual,"Temp (Avg Max, Australia)",27.83454613981127
1852,Annual,"Temp (Avg Max, Ravenswood)",29.120897470276212
1852,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",5.0
1852,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",10.0
1852,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1852,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1852,Annual,"Temp (Max Day, Australia)",38.3632090116066
1852,Annual,"Temp (Max Day, Ravenswood)",39.417633056640625
1852,Annual,"Wind (95th Percentile, Australia)",5.73022753321091
1852,Annual,"Wind (95th Percentile, Ravenswood)",5.4714508056640625
1852,Annual,"Wind (Average, Australia)",4.414477501762957
1852,Annual,"Wind (Average, Ravenswood)",3.530733118943178
1852,Annual,"Wind (Max Day, Australia)",6.927109403701368
1852,Annual,"Wind (Max Day, Ravenswood)",7.173561096191406
1852,DJF,"Humidity (Average, Ravenswood)",61.16968726261578
1852,DJF,"Humidity (Average, Ravenswood)",1.4787777337880197
1852,DJF,"Rain (CDD, Australia)",17.0
1852,DJF,"Rain (CDD, Ravenswood)",24.0
1852,DJF,"Rain (Max 5-Day, Australia)",16.2512268137373
1852,DJF,"Rain (Max 5-Day, Ravenswood)",15.92129334807396
1852,DJF,"Rain (Max Day, Australia)",4.218491192183556
1852,DJF,"Rain (Max Day, Ravenswood)",9.061895370483398
1852,DJF,"Rain (Min 5-Day, Australia)",1.383132706867427
1852,DJF,"Rain (Min 5-Day, Ravenswood)",0.03831491765595274
1852,DJF,"Rain (Min Day, Australia)",0.14334074180265913
1852,DJF,"Rain (Min Day, Ravenswood)",2.357720586587675e-05
1852,DJF,"Rain (R10mm, Australia)",0.0
1852,DJF,"Rain (R10mm, Ravenswood)",0.0
1852,DJF,"Rain (R20mm, Australia)",0.0
1852,DJF,"Rain (R20mm, Ravenswood)",0.0
1852,DJF,"Rain (Total, Australia)",114.0394497099031
1852,DJF,"Rain (Total, Ravenswood)",73.55428112748268
1852,DJF,"Temp (5-Day Avg Max, Australia)",38.17714366406898
1852,DJF,"Temp (5-Day Avg Max, Ravenswood)",38.50645141601562
1852,DJF,"Temp (Average, Australia)",29.056735684378715
1852,DJF,"Temp (Average, Ravenswood)",27.86982710282881
1852,DJF,"Temp (Avg Max, Australia)",34.940512488500374
1852,DJF,"Temp (Avg Max, Ravenswood)",34.34728567940848
1852,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",5.0
1852,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",10.0
1852,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
1852,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
1852,DJF,"Temp (Max Day, Australia)",38.3632090116066
1852,DJF,"Temp (Max Day, Ravenswood)",39.417633056640625
1852,DJF,"Wind (95th Percentile, Australia)",5.642688658424157
1852,DJF,"Wind (95th Percentile, Ravenswood)",5.424869537353516
1852,DJF,"Wind (Average, Australia)",4.515435309467036
1852,DJF,"Wind (Average, Ravenswood)",4.003983466179816
1852,DJF,"Wind (Max Day, Australia)",6.400985953671727
1852,DJF,"Wind (Max Day, Ravenswood)",5.955863952636719
1852,JJA,"Humidity (Average, Ravenswood)",97.93273567414221
1852,JJA,"Humidity (Average, Ravenswood)",0.05187238866514472
1852,JJA,"Rain (CDD, Australia)",20.0
