Year,Season,Data Type,Value
2015,DJF,"Rain (Max 5-Day, Ravenswood)",108.69999384880066
2015,DJF,"Rain (Max Day, Australia)",7.580043887128752
2015,DJF,"Rain (Max Day, Ravenswood)",52.724586486816406
2015,DJF,"Rain (Min 5-Day, Australia)",7.053418868158273
2015,DJF,"Rain (Min 5-Day, Ravenswood)",0.26713945949450135
2015,DJF,"Rain (Min Day, Australia)",0.7046959057524024
2015,DJF,"Rain (Min Day, Ravenswood)",0.0003824234881903976
2015,DJF,"Rain (R10mm, Australia)",0.0
2015,DJF,"Rain (R10mm, Ravenswood)",9.0
2015,DJF,"Rain (R20mm, Australia)",0.0
2015,DJF,"Rain (R20mm, Ravenswood)",4.0
2015,DJF,"Rain (Total, Australia)",209.94840660015564
2015,DJF,"Rain (Total, Ravenswood)",265.43074510918814
2015,DJF,"Temp (5-Day Avg Max, Australia)",37.37784596199713
2015,DJF,"Temp (5-Day Avg Max, Ravenswood)",35.96494750976562
2015,DJF,"Temp (Average, Australia)",29.13508313244914
2015,DJF,"Temp (Average, Ravenswood)",27.181011135295286
2015,DJF,"Temp (Avg Max, Australia)",34.25698715699152
2015,DJF,"Temp (Avg Max, Ravenswood)",32.03286329366393
2015,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",2.0
2015,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,DJF,"Temp (Max Day, Australia)",38.119464602650694
2015,DJF,"Temp (Max Day, Ravenswood)",37.065338134765625
2015,DJF,"Wind (95th Percentile, Australia)",6.341906310843788
2015,DJF,"Wind (95th Percentile, Ravenswood)",5.8138488769531245
2015,DJF,"Wind (Average, Australia)",4.867065083649421
2015,DJF,"Wind (Average, Ravenswood)",4.365415540792174
2015,DJF,"Wind (Max Day, Australia)",6.486678690435699
2015,DJF,"Wind (Max Day, Ravenswood)",6.303825378417969
2015,JJA,"Humidity (Average, Ravenswood)",97.16036209269511
2015,JJA,"Humidity (Average, Ravenswood)",0.06841302109211365
2015,JJA,"Rain (CDD, Australia)",26.0
2015,JJA,"Rain (CDD, Ravenswood)",25.0
2015,JJA,"Rain (Max 5-Day, Australia)",7.5997278367817
2015,JJA,"Rain (Max 5-Day, Ravenswood)",46.47064009308815
2015,JJA,"Rain (Max Day, Australia)",3.822947368591625
2015,JJA,"Rain (Max Day, Ravenswood)",20.116809844970703
2015,JJA,"Rain (Min 5-Day, Australia)",0.40899662785806323
2015,JJA,"Rain (Min 5-Day, Ravenswood)",0.007673880085349083
2015,JJA,"Rain (Min Day, Australia)",0.03865774511684726
2015,JJA,"Rain (Min Day, Ravenswood)",0.0
2015,JJA,"Rain (R10mm, Australia)",0.0
2015,JJA,"Rain (R10mm, Ravenswood)",2.0
2015,JJA,"Rain (R20mm, Australia)",0.0
2015,JJA,"Rain (R20mm, Ravenswood)",1.0
2015,JJA,"Rain (Total, Australia)",49.019913348818164
2015,JJA,"Rain (Total, Ravenswood)",84.74109091463532
2015,JJA,"Temp (5-Day Avg Max, Australia)",23.268820336836804
2015,JJA,"Temp (5-Day Avg Max, Ravenswood)",26.221148681640624
2015,JJA,"Temp (Average, Australia)",14.497035981799645
2015,JJA,"Temp (Average, Ravenswood)",17.416327435037363
2015,JJA,"Temp (Avg Max, Australia)",19.281776903215096
2015,JJA,"Temp (Avg Max, Ravenswood)",22.589659317680027
2015,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,JJA,"Temp (Max Day, Australia)",25.892450971856153
2015,JJA,"Temp (Max Day, Ravenswood)",27.996490478515625
2015,JJA,"Wind (95th Percentile, Australia)",5.78180316630099
2015,JJA,"Wind (95th Percentile, Ravenswood)",5.294330596923828
2015,JJA,"Wind (Average, Australia)",4.209279197317949
2015,JJA,"Wind (Average, Ravenswood)",2.782683579818062
2015,JJA,"Wind (Max Day, Australia)",6.6893999513374816
2015,JJA,"Wind (Max Day, Ravenswood)",5.857093811035156
2015,MAM,"Humidity (Average, Ravenswood)",77.06511509911776
2015,MAM,"Humidity (Average, Ravenswood)",0.7170948470265688
2015,MAM,"Rain (CDD, Australia)",29.0
2015,MAM,"Rain (CDD, Ravenswood)",29.0
2015,MAM,"Rain (Max 5-Day, Australia)",15.56409254602181
2015,MAM,"Rain (Max 5-Day, Ravenswood)",49.15876479446888
2015,MAM,"Rain (Max Day, Australia)",4.274262820017759
2015,MAM,"Rain (Max Day, Ravenswood)",9.782000541687012
2015,MAM,"Rain (Min 5-Day, Australia)",0.43228790828207364
2015,MAM,"Rain (Min 5-Day, Ravenswood)",0.0838276896138268
2015,MAM,"Rain (Min Day, Australia)",0.02184668913361331
2015,MAM,"Rain (Min Day, Ravenswood)",0.0
2015,MAM,"Rain (R10mm, Australia)",0.0
2015,MAM,"Rain (R10mm, Ravenswood)",0.0
2015,MAM,"Rain (R20mm, Australia)",0.0
2015,MAM,"Rain (R20mm, Ravenswood)",0.0
2015,MAM,"Rain (Total, Australia)",94.70075560617771
2015,MAM,"Rain (Total, Ravenswood)",57.456082751483336
2015,MAM,"Temp (5-Day Avg Max, Australia)",33.75550560727891
2015,MAM,"Temp (5-Day Avg Max, Ravenswood)",31.289654541015626
2015,MAM,"Temp (Average, Australia)",23.121923953215223
2015,MAM,"Temp (Average, Ravenswood)",23.550989565641984
2015,MAM,"Temp (Avg Max, Australia)",28.183753872960946
2015,MAM,"Temp (Avg Max, Ravenswood)",28.63126937202785
2015,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,MAM,"Temp (Max Day, Australia)",34.03379470841185
2015,MAM,"Temp (Max Day, Ravenswood)",32.350494384765625
2015,MAM,"Wind (95th Percentile, Australia)",5.5623233289396365
2015,MAM,"Wind (95th Percentile, Ravenswood)",6.394954299926758
2015,MAM,"Wind (Average, Australia)",4.231387772162828
2015,MAM,"Wind (Average, Ravenswood)",4.010569116343623
2015,MAM,"Wind (Max Day, Australia)",6.323238139996074
2015,MAM,"Wind (Max Day, Ravenswood)",7.8118133544921875
2015,SON,"Humidity (Average, Ravenswood)",75.61743612232522
2015,SON,"Humidity (Average, Ravenswood)",0.8304616436004568
2015,SON,"Rain (CDD, Australia)",20.0
2015,SON,"Rain (CDD, Ravenswood)",15.0
2015,SON,"Rain (Max 5-Day, Australia)",8.723430864168721
2015,SON,"Rain (Max 5-Day, Ravenswood)",28.18826150894165
2015,SON,"Rain (Max Day, Australia)",3.326751561600843
2015,SON,"Rain (Max Day, Ravenswood)",13.851698875427246
2015,SON,"Rain (Min 5-Day, Australia)",0.34638053296340326
2015,SON,"Rain (Min 5-Day, Ravenswood)",0.0915426654391922
2015,SON,"Rain (Min Day, Australia)",0.04759291702232688
2015,SON,"Rain (Min Day, Ravenswood)",1.2414564487528423e-08
2015,SON,"Rain (R10mm, Australia)",0.0
2015,SON,"Rain (R10mm, Ravenswood)",1.0
2015,SON,"Rain (R20mm, Australia)",0.0
2015,SON,"Rain (R20mm, Ravenswood)",0.0
2015,SON,"Rain (Total, Australia)",62.260852419408764
2015,SON,"Rain (Total, Ravenswood)",82.77788841097386
2015,SON,"Temp (5-Day Avg Max, Australia)",36.35740560221114
2015,SON,"Temp (5-Day Avg Max, Ravenswood)",36.571929931640625
2015,SON,"Temp (Average, Australia)",23.9147825991553
2015,SON,"Temp (Average, Ravenswood)",24.180926647815074
2015,SON,"Temp (Avg Max, Australia)",29.574131662728153
2015,SON,"Temp (Avg Max, Ravenswood)",29.885484297196943
2015,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2015,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2015,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2015,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2015,SON,"Temp (Max Day, Australia)",36.961675290190755
2015,SON,"Temp (Max Day, Ravenswood)",37.412750244140625
2015,SON,"Wind (95th Percentile, Australia)",6.050215517143153
2015,SON,"Wind (95th Percentile, Ravenswood)",5.250885009765625
2015,SON,"Wind (Average, Australia)",4.7626386487538435
2015,SON,"Wind (Average, Ravenswood)",3.704770098675738
2015,SON,"Wind (Max Day, Australia)",6.203095207135218
2015,SON,"Wind (Max Day, Ravenswood)",5.8349609375
2016,Annual,"Humidity (Average, Ravenswood)",74.26938546665662
2016,Annual,"Humidity (Average, Ravenswood)",0.9147005903620677
2016,Annual,"Rain (CDD, Australia)",46.0
2016,Annual,"Rain (CDD, Ravenswood)",40.0
2016,Annual,"Rain (Max 5-Day, Australia)",31.560991170464526
2016,Annual,"Rain (Max 5-Day, Ravenswood)",41.744782000780106
2016,Annual,"Rain (Max Day, Australia)",7.420889768959101
2016,Annual,"Rain (Max Day, Ravenswood)",33.85762023925781
2016,Annual,"Rain (Min 5-Day, Australia)",0.2546891731255708
2016,Annual,"Rain (Min 5-Day, Ravenswood)",1.6003223225757868e-09
2016,Annual,"Rain (Min Day, Australia)",0.023188968021051415
2016,Annual,"Rain (Min Day, Ravenswood)",0.0
2016,Annual,"Rain (R10mm, Australia)",0.0
2016,Annual,"Rain (R10mm, Ravenswood)",5.0
2016,Annual,"Rain (R20mm, Australia)",0.0
2016,Annual,"Rain (R20mm, Ravenswood)",2.0
2016,Annual,"Rain (Total, Australia)",409.93961514458715
2016,Annual,"Rain (Total, Ravenswood)",355.85829661237244
2016,Annual,"Temp (5-Day Avg Max, Australia)",39.142158883332435
2016,Annual,"Temp (5-Day Avg Max, Ravenswood)",37.268804931640624
2016,Annual,"Temp (Average, Australia)",23.643271960152262
2016,Annual,"Temp (Average, Ravenswood)",24.12912954528475
2016,Annual,"Temp (Avg Max, Australia)",29.09918230503995
2016,Annual,"Temp (Avg Max, Ravenswood)",29.88385760197874
2016,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",20.0
2016,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",10.0
2016,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,Annual,"Temp (Max Day, Australia)",39.41124363725394
2016,Annual,"Temp (Max Day, Ravenswood)",39.714019775390625
2016,Annual,"Wind (95th Percentile, Australia)",5.604770555359582
2016,Annual,"Wind (95th Percentile, Ravenswood)",6.087577819824219
2016,Annual,"Wind (Average, Australia)",4.38694923417754
2016,Annual,"Wind (Average, Ravenswood)",3.5838609080497035
2016,Annual,"Wind (Max Day, Australia)",6.864157023483382
2016,Annual,"Wind (Max Day, Ravenswood)",7.0699920654296875
2016,DJF,"Humidity (Average, Ravenswood)",59.456478536643544
2016,DJF,"Humidity (Average, Ravenswood)",1.5972791959838653
2016,DJF,"Rain (CDD, Australia)",10.0
2016,DJF,"Rain (CDD, Ravenswood)",29.0
2016,DJF,"Rain (Max 5-Day, Australia)",31.560991170464526
2016,DJF,"Rain (Max 5-Day, Ravenswood)",41.744782000780106
2016,DJF,"Rain (Max Day, Australia)",7.420889768959101
2016,DJF,"Rain (Max Day, Ravenswood)",33.85762023925781
2016,DJF,"Rain (Min 5-Day, Australia)",1.7149057258301905
2016,DJF,"Rain (Min 5-Day, Ravenswood)",0.024014249444007874
2016,DJF,"Rain (Min Day, Australia)",0.2091259271234498
2016,DJF,"Rain (Min Day, Ravenswood)",8.985723252408206e-05
2016,DJF,"Rain (R10mm, Australia)",0.0
2016,DJF,"Rain (R10mm, Ravenswood)",2.0
2016,DJF,"Rain (R20mm, Australia)",0.0
2016,DJF,"Rain (R20mm, Ravenswood)",2.0
2016,DJF,"Rain (Total, Australia)",197.58345147256375
2016,DJF,"Rain (Total, Ravenswood)",105.52254221608746
2016,DJF,"Temp (5-Day Avg Max, Australia)",39.142158883332435
2016,DJF,"Temp (5-Day Avg Max, Ravenswood)",39.39878540039062
2016,DJF,"Temp (Average, Australia)",29.948234204353046
2016,DJF,"Temp (Average, Ravenswood)",28.483339079133756
2016,DJF,"Temp (Avg Max, Australia)",35.492056563127825
2016,DJF,"Temp (Avg Max, Ravenswood)",34.410526149875516
2016,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",29.0
2016,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",9.0
2016,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,DJF,"Temp (Max Day, Australia)",39.41124363725394
2016,DJF,"Temp (Max Day, Ravenswood)",40.017974853515625
2016,DJF,"Wind (95th Percentile, Australia)",5.894580992960538
2016,DJF,"Wind (95th Percentile, Ravenswood)",5.526744842529297
2016,DJF,"Wind (Average, Australia)",4.69741169933822
2016,DJF,"Wind (Average, Ravenswood)",4.211675287603022
2016,DJF,"Wind (Max Day, Australia)",6.343071879097319
2016,DJF,"Wind (Max Day, Ravenswood)",6.38250732421875
2016,JJA,"Humidity (Average, Ravenswood)",96.47993759937997
2016,JJA,"Humidity (Average, Ravenswood)",0.07913917961499241
2016,JJA,"Rain (CDD, Australia)",46.0
2016,JJA,"Rain (CDD, Ravenswood)",32.0
2016,JJA,"Rain (Max 5-Day, Australia)",6.755568555693412
2016,JJA,"Rain (Max 5-Day, Ravenswood)",18.375390185043216
2016,JJA,"Rain (Max Day, Australia)",1.3906078444895034
2016,JJA,"Rain (Max Day, Ravenswood)",13.02398681640625
2016,JJA,"Rain (Min 5-Day, Australia)",0.4002236121688242
2016,JJA,"Rain (Min 5-Day, Ravenswood)",1.6003223225757868e-09
2016,JJA,"Rain (Min Day, Australia)",0.023188968021051415
2016,JJA,"Rain (Min Day, Ravenswood)",0.0
2016,JJA,"Rain (R10mm, Australia)",0.0
2016,JJA,"Rain (R10mm, Ravenswood)",1.0
2016,JJA,"Rain (R20mm, Australia)",0.0
2016,JJA,"Rain (R20mm, Ravenswood)",0.0
2016,JJA,"Rain (Total, Australia)",26.556080652014334
2016,JJA,"Rain (Total, Ravenswood)",48.677022805575724
2016,JJA,"Temp (5-Day Avg Max, Australia)",24.158577432283963
2016,JJA,"Temp (5-Day Avg Max, Ravenswood)",27.628228759765626
2016,JJA,"Temp (Average, Australia)",14.861394164079707
2016,JJA,"Temp (Average, Ravenswood)",17.439510179602582
2016,JJA,"Temp (Avg Max, Australia)",20.239448756156683
2016,JJA,"Temp (Avg Max, Ravenswood)",23.485405963400137
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,JJA,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,JJA,"Temp (Max Day, Australia)",24.669156288851458
2016,JJA,"Temp (Max Day, Ravenswood)",28.329254150390625
2016,JJA,"Wind (95th Percentile, Australia)",5.304288601314658
2016,JJA,"Wind (95th Percentile, Ravenswood)",4.745334243774415
2016,JJA,"Wind (Average, Australia)",4.083907777576161
2016,JJA,"Wind (Average, Ravenswood)",2.705584484597911
2016,JJA,"Wind (Max Day, Australia)",6.389778526823339
2016,JJA,"Wind (Max Day, Ravenswood)",5.43463134765625
2016,MAM,"Humidity (Average, Ravenswood)",72.98951620523435
2016,MAM,"Humidity (Average, Ravenswood)",0.8838526235740585
2016,MAM,"Rain (CDD, Australia)",26.0
2016,MAM,"Rain (CDD, Ravenswood)",28.0
2016,MAM,"Rain (Max 5-Day, Australia)",14.245487759789567
2016,MAM,"Rain (Max 5-Day, Ravenswood)",29.576550245285034
2016,MAM,"Rain (Max Day, Australia)",4.641999052807714
2016,MAM,"Rain (Max Day, Ravenswood)",14.59947681427002
2016,MAM,"Rain (Min 5-Day, Australia)",0.6195832914806351
2016,MAM,"Rain (Min 5-Day, Ravenswood)",0.12269180174916983
2016,MAM,"Rain (Min Day, Australia)",0.09975695214845141
2016,MAM,"Rain (Min Day, Ravenswood)",3.103095878032036e-05
2016,MAM,"Rain (R10mm, Australia)",0.0
2016,MAM,"Rain (R10mm, Ravenswood)",1.0
2016,MAM,"Rain (R20mm, Australia)",0.0
2016,MAM,"Rain (R20mm, Ravenswood)",0.0
2016,MAM,"Rain (Total, Australia)",85.06837554064987
2016,MAM,"Rain (Total, Ravenswood)",92.36169277490626
2016,MAM,"Temp (5-Day Avg Max, Australia)",35.3368299824769
2016,MAM,"Temp (5-Day Avg Max, Ravenswood)",33.829400634765626
2016,MAM,"Temp (Average, Australia)",24.252259266572118
2016,MAM,"Temp (Average, Ravenswood)",24.9943675165591
2016,MAM,"Temp (Avg Max, Australia)",29.260534328246287
2016,MAM,"Temp (Avg Max, Ravenswood)",29.90372500212296
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",0.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,MAM,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,MAM,"Temp (Max Day, Australia)",35.9499770025785
2016,MAM,"Temp (Max Day, Ravenswood)",34.020904541015625
2016,MAM,"Wind (95th Percentile, Australia)",5.544211482339706
2016,MAM,"Wind (95th Percentile, Ravenswood)",6.89511833190918
2016,MAM,"Wind (Average, Australia)",4.300649385374747
2016,MAM,"Wind (Average, Ravenswood)",4.058720132578975
2016,MAM,"Wind (Max Day, Australia)",5.852579729076107
2016,MAM,"Wind (Max Day, Ravenswood)",7.0699920654296875
2016,SON,"Humidity (Average, Ravenswood)",65.88268432939377
2016,SON,"Humidity (Average, Ravenswood)",1.2345891419929986
2016,SON,"Rain (CDD, Australia)",45.0
2016,SON,"Rain (CDD, Ravenswood)",40.0
2016,SON,"Rain (Max 5-Day, Australia)",18.458448344665122
2016,SON,"Rain (Max 5-Day, Ravenswood)",27.40676824375987
2016,SON,"Rain (Max Day, Australia)",4.42272251869447
2016,SON,"Rain (Max Day, Ravenswood)",17.491966247558594
2016,SON,"Rain (Min 5-Day, Australia)",0.2546891731255708
2016,SON,"Rain (Min 5-Day, Ravenswood)",0.0001817746587276757
2016,SON,"Rain (Min Day, Australia)",0.035928352960300364
2016,SON,"Rain (Min Day, Ravenswood)",0.0
2016,SON,"Rain (R10mm, Australia)",0.0
2016,SON,"Rain (R10mm, Ravenswood)",1.0
2016,SON,"Rain (R20mm, Australia)",0.0
2016,SON,"Rain (R20mm, Ravenswood)",0.0
2016,SON,"Rain (Total, Australia)",64.1853518519212
2016,SON,"Rain (Total, Ravenswood)",72.07443171309227
2016,SON,"Temp (5-Day Avg Max, Australia)",35.258534596370765
2016,SON,"Temp (5-Day Avg Max, Ravenswood)",37.268804931640624
2016,SON,"Temp (Average, Australia)",25.643650604670203
2016,SON,"Temp (Average, Ravenswood)",26.185272887512877
2016,SON,"Temp (Avg Max, Australia)",31.689295894323486
2016,SON,"Temp (Avg Max, Ravenswood)",32.69356293730684
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2016,SON,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",8.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2016,SON,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2016,SON,"Temp (Max Day, Australia)",36.35420483566567
2016,SON,"Temp (Max Day, Ravenswood)",39.714019775390625
2016,SON,"Wind (95th Percentile, Australia)",5.595974931865742
2016,SON,"Wind (95th Percentile, Ravenswood)",4.986896514892578
2016,SON,"Wind (Average, Australia)",4.420192821746582
2016,SON,"Wind (Average, Ravenswood)",3.238561441610148
2016,SON,"Wind (Max Day, Australia)",6.864157023483382
2016,SON,"Wind (Max Day, Ravenswood)",5.7271881103515625
2017,Annual,"Humidity (Average, Ravenswood)",77.66068722764757
2017,Annual,"Humidity (Average, Ravenswood)",0.7778164663438276
2017,Annual,"Rain (CDD, Australia)",33.0
2017,Annual,"Rain (CDD, Ravenswood)",66.0
2017,Annual,"Rain (Max 5-Day, Australia)",45.48688238033404
2017,Annual,"Rain (Max 5-Day, Ravenswood)",221.5472092628479
2017,Annual,"Rain (Max Day, Australia)",13.54255820132646
2017,Annual,"Rain (Max Day, Ravenswood)",163.5189208984375
2017,Annual,"Rain (Min 5-Day, Australia)",0.30409438003604394
2017,Annual,"Rain (Min 5-Day, Ravenswood)",0.008293686450791584
2017,Annual,"Rain (Min Day, Australia)",0.01757274294032481
2017,Annual,"Rain (Min Day, Ravenswood)",0.0
2017,Annual,"Rain (R10mm, Australia)",2.0
2017,Annual,"Rain (R10mm, Ravenswood)",14.0
2017,Annual,"Rain (R20mm, Australia)",0.0
2017,Annual,"Rain (R20mm, Ravenswood)",6.0
2017,Annual,"Rain (Total, Australia)",445.95669070556085
2017,Annual,"Rain (Total, Ravenswood)",658.2687434451506
2017,Annual,"Temp (5-Day Avg Max, Australia)",37.18439575158968
2017,Annual,"Temp (5-Day Avg Max, Ravenswood)",36.408355712890625
2017,Annual,"Temp (Average, Australia)",23.087723549492296
2017,Annual,"Temp (Average, Ravenswood)",23.37302354786494
2017,Annual,"Temp (Avg Max, Australia)",28.40246931935216
2017,Annual,"Temp (Avg Max, Ravenswood)",28.62703146738549
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Australia)",4.0
2017,Annual,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",1.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,Annual,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2017,Annual,"Temp (Max Day, Australia)",37.95126374483422
2017,Annual,"Temp (Max Day, Ravenswood)",38.478912353515625
2017,Annual,"Wind (95th Percentile, Australia)",5.879387237873726
2017,Annual,"Wind (95th Percentile, Ravenswood)",5.609254455566406
2017,Annual,"Wind (Average, Australia)",4.483556893660241
2017,Annual,"Wind (Average, Ravenswood)",3.6035305075449484
2017,Annual,"Wind (Max Day, Australia)",7.289256422695654
2017,Annual,"Wind (Max Day, Ravenswood)",8.28729248046875
2017,DJF,"Humidity (Average, Ravenswood)",64.69181525710762
2017,DJF,"Humidity (Average, Ravenswood)",1.307284105120692
2017,DJF,"Rain (CDD, Australia)",3.0
2017,DJF,"Rain (CDD, Ravenswood)",14.0
2017,DJF,"Rain (Max 5-Day, Australia)",45.48688238033404
2017,DJF,"Rain (Max 5-Day, Ravenswood)",221.5472092628479
2017,DJF,"Rain (Max Day, Australia)",13.54255820132646
2017,DJF,"Rain (Max Day, Ravenswood)",163.5189208984375
2017,DJF,"Rain (Min 5-Day, Australia)",3.8209577926691916
2017,DJF,"Rain (Min 5-Day, Ravenswood)",0.07493677618913352
2017,DJF,"Rain (Min Day, Australia)",0.43601010309587884
2017,DJF,"Rain (Min Day, Ravenswood)",0.0016533804591745138
2017,DJF,"Rain (R10mm, Australia)",2.0
2017,DJF,"Rain (R10mm, Ravenswood)",8.0
2017,DJF,"Rain (R20mm, Australia)",0.0
2017,DJF,"Rain (R20mm, Ravenswood)",6.0
2017,DJF,"Rain (Total, Australia)",293.87182066714655
2017,DJF,"Rain (Total, Ravenswood)",493.75926628592424
2017,DJF,"Temp (5-Day Avg Max, Australia)",36.400366610786364
2017,DJF,"Temp (5-Day Avg Max, Ravenswood)",37.011480712890624
2017,DJF,"Temp (Average, Australia)",28.80325241510126
2017,DJF,"Temp (Average, Ravenswood)",27.24974839952257
2017,DJF,"Temp (Avg Max, Australia)",33.91251855731105
2017,DJF,"Temp (Avg Max, Ravenswood)",31.889095730251736
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Australia)",0.0
2017,DJF,"Temp (Days ≥37.0°C ≥3h est, Ravenswood)",2.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Australia)",0.0
2017,DJF,"Temp (Days ≥40.0°C ≥3h est, Ravenswood)",0.0
2017,DJF,"Temp (Max Day, Australia)",37.16468530517163
2017,DJF,"Temp (Max Day, Ravenswood)",38.895904541015625
2017,DJF,"Wind (95th Percentile, Australia)",5.616596740462689
2017,DJF,"Wind (95th Percentile, Ravenswood)",6.188763809204101
2017,DJF,"Wind (Average, Australia)",4.780622744996234
2017,DJF,"Wind (Average, Ravenswood)",4.00173577202691
2017,DJF,"Wind (Max Day, Australia)",6.280814712201267
2017,DJF,"Wind (Max Day, Ravenswood)",8.28729248046875
2017,JJA,"Humidity (Average, Ravenswood)",97.75985171499826
2017,JJA,"Humidity (Average, Ravenswood)",0.05835751141829822
2017,JJA,"Rain (CDD, Australia)",27.0
